ADDRESS,PRINCIPAL DUE, 
4820 PASCHALL AVE ,3432.97, 
4820 TACKAWANNA ST ,0, 
4821 ALMOND ST ,10887.23, 
4821 DARRAH ST ,1689, 
4821 N FRANKLIN ST ,0, 
4821 OLIVE ST ,8692.14, 
4823 HOWELL ST ,5706.2, 
4825 ASHBURNER ST ,726.9, 
4825 KNOX ST ,3619.77, 
4827 HAVERFORD AVE ,964.37, 
4828 WESTMINSTER AVE ,2920.55, 
4829 N 12TH ST ,1680.42, 
4830 N FAIRHILL ST ,4512.22, 
4830 WOODLAND AVE ,4666.75, 
4832 HOPE ST ,3900.72, 
4836 N 09TH ST ,2898.26, 
4837 FRANKFORD AVE ,25221.13, 
4849 MULBERRY ST ,7163.99, 
4849 PALETHORP ST ,4250.24, 
4855 N 09TH ST ,8847.6, 
4855 N SYDENHAM ST ,3654.94, 
4856 FAIRMOUNT AVE ,7721.53, 
4857 FAIRMOUNT AVE ,5101.44, 
49 E WALNUT LN ,16257.24, 
490 SHAWMONT AVE ,16912.05, 
4900 JEFFERSON ST ,0, 
4901 JEFFERSON ST ,0, 
4902 N 13TH ST ,6470.28, 
4902 PASCHALL AVE ,3668.07, 
4902 W THOMPSON ST ,3361.78, 
4903 WAYNE AVE ,5369.77, 
4903 WOODCREST AVE ,14846.97, 
4904 PASCHALL AVE ,4735.31, 
4905 KNORR ST ,7335.07, 
4906 N SMEDLEY ST ,4403.6, 
4906 PASCHALL AVE ,0, 
4906 WALTON AVE ,283.65, 
4907 ARCH ST ,6557.52, 
4911 FLORENCE AVE ,42.57, 
4912 FAIRMOUNT AVE ,4873.47, 
4912 PENTRIDGE ST ,4093.66, 
4914 N 07TH ST ,10822.58, 
4914 N SMEDLEY ST ,4376.86, 
4914 WALNUT ST ,909.31, 
4915 N 17TH ST ,12969.72, 
4920 BROWN ST ,8459.02, 
4920 ROYAL ST ,16.67, 
4922 KERSHAW ST ,8834.85, 
4922 N WARNOCK ST ,6756.05, 
4923 MERION AVE ,43671.52, 
4923 N FRANKLIN ST ,8079.99, 
4929 N FRANKLIN ST ,3737.01, 
4929 WALNUT ST ,3359.18, 
4929 WALTON AVE ,282.83, 
4930 B ST ,7919.02, 
4930 KERSHAW ST ,4034.66, 
4930 N 17TH ST ,3468.75, 
4931 KEYSER ST ,6774.34, 
4931 N 07TH ST ,7714.02, 
4931 OGDEN ST ,3565.34, 
4934 N 12TH ST ,772.46, 
4934 N 17TH ST ,3468.75, 
4934 N HUTCHINSON ST ,0, 
4936 N 17TH ST ,3468.75, 
4937 OGDEN ST ,6613.37, 
4938 KINGSESSING AVE ,6850.1, 
4938 N CARLISLE ST ,12908.44, 
4939 ROYAL ST ,5170.71, 
4940 W THOMPSON ST ,4136.78, 
4940 WALNUT ST ,364.94, 
4941 GERMANTOWN AVE ,12491.01, 
4943 PRINCETON AVE ,80247.01, 
4943 WALNUT ST ,5605.12, 
4946 OLD YORK RD ,2889.1, 
4947 N 17TH ST ,2953.45, 
4949 CHARLES ST ,3306.77, 
4951 HAZEL AVE ,101.41, 
4951 OGDEN ST ,6111.47, 
4952 KERSHAW ST ,6511.35, 
4953 OXFORD AVE ,13303.91, 
4958 WALTON AVE ,14422.27, 
4965 N 02ND ST ,4310, 
4977 SHELDON ST ,5540.02, 
4982 1/2 W THOMPSON ST ,11017.22, 
4982 W THOMPSON ST ,2535.44, 
4983 N 02ND ST ,783.94, 
5 SOLAR WAY ,1778.46, 
50 N RUBY ST ,6193.99, 
50 S 61ST ST ,3877.56, 
5000 WALNUT ST ,6653.6, 
5001 BARTON ST ,68.44, 
5003 CEDAR AVE ,0, 
5004 FLORENCE AVE ,6535.75, 
5004 GLENLOCH ST ,6731.43, 
5005 HAZEL AVE ,602.15, 
5007 HAZEL AVE ,602.15, 
5007 N 11TH ST ,7908.33, 
5007 WESTMINSTER AVE ,1304.19, 
5008 WALNUT ST ,788.95, 
5009 CHESTER AVE ,681.71, 
501 E QUEEN LN ,3551.9, 
501 E WASHINGTON LN ,19060.51, 
501 W SUSQUEHANNA AVE ,2050.22, 
5011 N WARNOCK ST ,3840.15, 
5011 RENO ST ,4121.02, 
5011 STENTON AVE ,5594.22, 
5012 MASTER ST ,7738.04, 
5013 CEDAR AVE ,5907.8, 
5013 UPLAND ST ,7004.28, 
5014 WALNUT ST ,729.87, 
5015 CHESTER AVE ,2954.28, 
5015 N SYDENHAM ST ,10226.92, 
5017 FUNSTON ST ,3129.27, 
5017 SPRINGFIELD AVE ,25.37, 
5018 LANCASTER AVE ,9837.99, 
5018 LANCASTER WLK ,9837.99, 
5018 OGONTZ AVE ,7098.45, 
5019 N 17TH ST ,0, 
5019 PARRISH ST ,1635.17, 
5019 SPRINGFIELD AVE ,2461.13, 
5019 TACOMA ST ,2408.84, 
502 N 64TH ST ,695.66, 
502 N PLEASANT PL ,6844.35, 
5021 HAZEL AVE ,16041.56, 
5021 N 17TH ST ,0, 
5021 PARRISH ST ,5065.13, 
5022 HAZEL AVE ,12811.28, 
5022 OGDEN ST ,4845.26, 
5023 RENO ST ,3604.04, 
5023 WOODLAND AVE ,12893.15, 
5024 ASPEN ST ,5986.81, 
5025 DUFFIELD ST ,4607.69, 
5025 PARRISH ST ,7039.4, 
5026 OGDEN ST ,4684.27, 
5026 PARRISH ST ,3240.75, 
5027 N FRANKLIN ST ,11316.87, 
5028 SPRINGFIELD AVE ,438.01, 
5029 PORTICO ST ,8823.64, 
503 KAUFFMAN ST ,4348.12, 
5030 N FRANKLIN ST ,1013.5, 
5031 FRANKFORD AVE ,801.13, 
5031 N 16TH ST ,5057.73, 
5031 PENTRIDGE ST ,480.66, 
5031 PENTRIDGE ST ,2358.7, 
5032 CEDAR AVE ,11066.75, 
5035 N 17TH ST ,0, 
5037 OGDEN ST ,2131.52, 
5038 WESTMINSTER AVE ,9273.99, 
5039 DIAMOND ST ,6417.71, 
5039 DUFFIELD ST ,3745.43, 
5039 N WARNOCK ST ,7027.69, 
5039 OSAGE AVE ,5030.41, 
504 RITNER ST ,1137.45, 
5041 HAZEL AVE ,187.98, 
5041 HOOPES ST ,9273.99, 
5041 VALLEY ST ,7087.22, 
5042 WADE ST ,2614.91, 
5044 WESTMINSTER AVE ,1611.15, 
5048 WALNUT ST ,14099.37, 
5049 LANCASTER AVE ,15753.48, 
5049 LANCASTER WLK ,15753.48, 
5058 OGDEN ST ,1501.5, 
5059 PARRISH ST ,3287.4, 
506 S 60TH ST ,5609.86, 
5060 COPLEY RD ,5116.38, 
5060 HOOPES ST ,7392.22, 
5061 STENTON AVE ,6404.5, 
5068 OGDEN ST ,2402.37, 
507 W VENANGO ST ,1759.65, 
5070 OGDEN ST ,3303.41, 
508 E PENN ST ,2679.5, 
508 E WALNUT LN ,10.41, 
509 N 02ND ST ,16146.21, 
5098 TACONY ST ,17333.37, 
51 N LINDENWOOD ST ,3969.01, 
510 E PENN ST ,4690.65, 
5102 FUNSTON ST ,608.23, 
5103 N 15TH ST ,4776.45, 
5104 CHESTER AVE ,8466.3, 
5105 CHANCELLOR ST ,4713.65, 
5105 DIAMOND ST ,7203.59, 
5105 GREENE ST ,17362.77, 
5105 HAZEL AVE ,31.92, 
5105 W GIRARD AVE ,8017.49, 
5106 HAZEL AVE ,61.47, 
5108 PENTRIDGE ST ,1134.25, 
5108 WALTON AVE ,0, 
511 SPRING GARDEN ML ,19227.36, 
5110 ARCH ST ,7935.63, 
5110 PENTRIDGE ST ,5800.16, 
5111 BROWN ST ,11513.23, 
5111 OLD YORK RD ,4048.59, 
5112 LOCUST ST ,363.85, 
5113 FLORENCE AVE ,0, 
5113 N 15TH ST ,5175.62, 
5113 WILLOWS AVE ,11084.45, 
5114 N 11TH ST ,1654.05, 
5116 HADFIELD ST ,3655.31, 
5118 MALCOLM ST ,2103.68, 
5118 PENTRIDGE ST ,2203.03, 
5118 WALTON AVE ,3796.9, 
5119 W GIRARD AVE ,3001.72, 
512 N 41ST ST ,1650.84, 
512 N 54TH ST ,1789.17, 
5120 HARLAN ST ,885.88, 
5120 MASTER ST ,4105, 
5120 N CAMAC ST ,3855.17, 
5122 MALCOLM ST ,4001.08, 
5123 WAKEFIELD ST ,953.15, 
5125 KERSHAW ST ,2777.09, 
5128 RANSTEAD ST ,0, 
5128 W THOMPSON ST ,3030.92, 
5129 PARRISH ST ,2526.64, 
513 N ALLISON ST ,1161.59, 
5130 SPRUCE ST ,16797.12, 
5132 FOLSOM ST ,0, 
5132 GREENWAY AVE ,5482.22, 
5132 RANSTEAD ST ,0, 
5133 WARREN ST ,400.56, 
5134 GREENWAY AVE ,5046.62, 
5135 N FAIRHILL ST ,7414.69, 
5136 HAVERFORD AVE ,10382.19, 
5136 HAZEL AVE ,258.5, 
5136 KERSHAW ST ,2864.84, 
5137 CHARLES ST ,26.54, 
514 E WALNUT LN ,3636.55, 
5141 IRVING ST ,9685.17, 
5142 MARKET ST ,6164, 
5142 W STILES ST ,383.18, 
5142 W THOMPSON ST ,1922.67, 
5143 KEYSER ST ,8752.95, 
5144 W THOMPSON ST ,2114.92, 
5144 WESTMINSTER AVE ,323.59, 
5145 DELANCEY ST ,4884.18, 
5146 FUNSTON ST ,2346.95, 
5146 W STILES ST ,5835.97, 
5147 WARREN ST ,0, 
515 BRINTON ST ,22751.64, 
515 S 60TH ST ,4825.4, 
5150 LUDLOW ST ,6165.12, 
5150 W THOMPSON ST ,6865, 
5155 W THOMPSON ST ,4554.37, 
5158 FUNSTON ST ,3671.22, 
5158 OGDEN ST ,4033.14, 
516 E THELMA ST ,8880.36, 
516 E WALNUT LN ,9648.08, 
516 MC KEAN ST ,935.33, 
516 WHARTON ST ,12981.03, 
5160 RENO ST ,784.12, 
5161 HOOPES ST ,4676.21, 
5167 PARRISH ST ,984.83, 
5169 RENO ST ,2545.39, 
517 E PENN ST ,6105.06, 
517 S 04TH ST ,37453.37, 
517 W NORRIS ST ,2271.11, 
5176 PENNWAY ST ,17501.42, 
519 S REDFIELD ST ,3457.14, 
51R MANHEIM ST ,125.69, 
52 S 02ND ST ,195822.98, 
52 W WASHINGTON LN ,15590.33, 
520 S CONESTOGA ST ,13000.17, 
5200 WYNNEFIELD AVE ,74277.82, 
5201 WOODLAND AVE ,2291.05, 
5202 FRANKFORD AVE ,0, 
5204 FRANKFORD AVE ,0, 
5205 N BROAD ST ,21541.59, 
5206 FRANKFORD AVE ,0, 
5206 WALTON AVE ,7122.75, 
5207 WOODLAND AVE ,4916.31, 
5209 WALTON AVE ,1127.52, 
521 N 21ST ST ,36983.85, 
521 N 63RD ST ,2623.27, 
521 S 56TH ST ,3503.92, 
521 W VENANGO ST ,8070.37, 
5211 W GIRARD AVE ,4178.42, 
5212 LARCHWOOD AVE ,5545.95, 
5214 LAURENS ST ,8796.84, 
5215 KERSHAW ST ,2287.61, 
5215 SCHUYLER ST ,48908.51, 
5215 UPLAND ST ,2735.66, 
5216 LAURENS ST ,9621.43, 
5216 SPRUCE ST ,8703.01, 
5216 WOODLAND AVE ,235.11, 
5217 LARCHWOOD AVE ,9906.94, 
5217 LOCUST ST ,11037.14, 
5218 BEAUMONT ST ,5540.93, 
5219 IRVING ST ,11684.07, 
5221 W THOMPSON ST ,3138.59, 
5221 WALNUT ST ,4825.17, 
5221 WARREN ST ,5376.38, 
5223 LITCHFIELD ST ,7271.22, 
5224 JEFFERSON ST ,847.59, 
5224 SPRUCE ST ,12989.79, 
5225 ARCH ST ,6270.23, 
5225 CATHARINE ST ,18113.97, 
5225 LITCHFIELD ST ,10513.23, 
5225 MASTER ST ,5501.66, 
5227 BEAUMONT ST ,5132.15, 
5227 HARLAN ST ,4245.68, 
5227 HAVERFORD AVE ,3760.45, 
5228 N HUTCHINSON ST ,14005.11, 
5228 WOODLAND AVE ,1117.3, 
5229 CHESTER AVE ,1705.64, 
5229 PENNSGROVE ST ,0, 
5229 RIDGE AVE ,20438.62, 
5230 DITMAN ST ,4522.71, 
5230 REINHARD ST ,3072.93, 
5230 WOODLAND AVE ,2529.19, 
5231 ADDISON ST ,6353.28, 
5231 MARKET ST ,4806.64, 
5231 WALTON AVE ,5023.35, 
5233 BURTON ST ,3524.55, 
5233 LITCHFIELD ST ,0, 
5234 DELANCEY ST ,104.03, 
5234 HARLAN ST ,547.41, 
5234 HESTON ST ,3688.38, 
5234 WALTON AVE ,8656.83, 
5235 UNRUH AVE ,4134.16, 
5235 WAKEFIELD ST ,10004.07, 
5236 CHANCELLOR ST ,3353.84, 
5236 LOCUST ST ,4239.96, 
5236 N BROAD ST ,1030.94, 
5237 LAURENS ST ,1565.11, 
5237 PINE ST ,12824.94, 
5237 WALNUT ST ,1655.31, 
5238 LANCASTER AVE ,27.34, 
5238 LANCASTER WLK ,27.34, 
5238 SPRUCE ST ,3883.02, 
5238 WALNUT ST ,9091.68, 
5239 CEDAR AVE ,0, 
5239 PINE ST ,5800.03, 
524 REED ST ,25.84, 
5242 RODMAN ST ,339.42, 
5243 N FRANKLIN ST ,4119.75, 
5245 FLORENCE AVE ,3717.15, 
5246 CEDAR AVE ,17330.41, 
5251 CHESTNUT ST ,15206.63, 
5254 N 10TH ST ,1781.85, 
5254 OAKLAND ST ,7679.75, 
5258 JEFFERSON ST ,8034.37, 
526 W GIRARD AVE ,13734.35, 
5262 DELANCEY ST ,6219.44, 
5263 DELANCEY ST ,742.53, 
527 MOORE ST ,8039.09, 
5283 GERMANTOWN AVE ,7788.6, 
529 N ALLISON ST ,1326.52, 
529 VERNON RD ,7602.84, 
53 GOOD ST ,2540.69, 
53 N 52ND ST ,6468.1, 
53 W DUVAL ST ,10222.24, 
530 DICKINSON ST ,4372.06, 
530 E ALLENS LN ,0, 
530 N HOBART ST ,5720.23, 
5300 LANSDOWNE AVE ,22864.78, 
5300 N 15TH ST ,11385.74, 
5300 UMBRIA ST ,54612.59, 
5301 BELFIELD AVE ,2067.56, 
5301 WAKEFIELD ST ,4138.22, 
5302 WAKEFIELD ST ,9879.4, 
5303 CHESTNUT ST ,5514.55, 
5305 HARLEY AVE ,501.79, 
5305 LINDBERGH BLV ,7859.93, 
5307 OXFORD AVE ,226.25, 
531 N 58TH ST ,1036.15, 
531 S 52ND ST ,16483.21, 
5310 HAVERFORD AVE ,15369.1, 
5310 W GIRARD AVE ,4526.31, 
5311 BELFIELD AVE ,2067.56, 
5311 GRAYS AVE ,4141.43, 
5311 HADFIELD ST ,3407.89, 
5311 MAGNOLIA ST ,5208.24, 
5311 PARRISH ST ,4118.3, 
5312 ARLINGTON ST ,8264.82, 
5313 MALCOLM ST ,8341.9, 
5313 UPLAND ST ,3936.13, 
5314 ADDISON ST ,8172.86, 
5314 ARLINGTON ST ,2529.66, 
5314 MARKET ST ,9272.61, 
5314 PENTRIDGE ST ,6158.23, 
5315 LINDBERGH BLV ,3049.86, 
5316 W OXFORD ST ,7067.14, 
5317 GERMANTOWN AVE ,4699.49, 
5317 KERSHAW ST ,2882.88, 
5317R MAGNOLIA ST ,2514.55, 
5318 HEDGE ST ,0, 
5318 LEBANON AVE ,12544.47, 
5319 BELFIELD AVE ,2067.56, 
5319 CHESTER AVE ,6720.28, 
5319 LENA ST ,11875.91, 
532 E BRINGHURST ST ,813.75, 
532 S YEWDALL ST ,11312.1, 
5320 W BERKS ST ,8457.18, 
5321 BELFIELD AVE ,2067.56, 
5321 KERSHAW ST ,1949.89, 
5321 PENTRIDGE ST ,2614.59, 
5321 RACE ST ,8144.34, 
5323 RISING SUN AVE ,0, 
5325 DIAMOND ST ,2956.37, 
5325 N MARVINE ST ,8344.4, 
5326 TURNER ST ,1901.55, 
5327 CHESTNUT ST ,11496.55, 
5327 OSAGE AVE ,2815.95, 
5327 RACE ST ,9293.8, 
5329 PENTRIDGE ST ,1484.27, 
5329 REINHARD ST ,3914.66, 
533 N 59TH ST ,360.95, 
5330 W GIRARD AVE ,8526.25, 
5331 HOWLAND ST ,1380.59, 
5332 TURNER ST ,626.77, 
5333 HOWLAND ST ,1380.59, 
5333 MALCOLM ST ,3850.8, 
5336 OSAGE AVE ,3748.84, 
5338 TURNER ST ,5279.01, 
534 W VENANGO ST ,3707.13, 
5340 RACE ST ,6681.97, 
5343 CHESTNUT ST ,3158.12, 
5344 RACE ST ,7456.4, 
5345 PENTRIDGE ST ,5333.73, 
5345 WHITBY AVE ,1806.92, 
5346 DELANCEY ST ,7817.88, 
5349 WOODLAND AVE ,9093.23, 
535 E CHELTEN AVE ,2758.61, 
5355 LENA ST ,4863.36, 
5357 MORSE ST ,7060.92, 
5359 GRAYS AVE ,11523.08, 
536 MARWOOD RD ,1705.3, 
5366 MORSE ST ,14574.37, 
537 E ASHMEAD ST ,5444.75, 
537 N ROBINSON ST ,1598.32, 
5376 CHEW AVE ,7540.26, 
538 E WALNUT LN ,2895.86, 
538 N HOBART ST ,5516.3, 
538 W ROCKLAND ST ,9532.55, 
539 BRINTON ST ,12684.4, 
539 W LEHIGH AVE ,3107.25, 
5390 WINGOHOCKING HTS ,3751.56, 
540 MAYLAND ST ,9661.19, 
540 N 04TH ST ,10188.57, 
540 S 49TH ST ,0, 
5400 KINGSESSING AVE ,4389.18, 
5400 MARKET ST ,6719.5, 
5401 MARKET ST ,2068.6, 
5401 WHITBY AVE ,7932.11, 
5402 KINGSESSING AVE ,7486.7, 
5402 MARKET ST ,5888.37, 
5402 WILLOWS AVE ,11145.99, 
5403 EUCLID ST ,5584.2, 
5404 MARKET ST ,4706.83, 
5405 PINE ST ,11711.39, 
5405 WILLOWS AVE ,14848.67, 
5406 WYALUSING AVE ,4181.4, 
5408 JEFFERSON ST ,7802.91, 
5409 ADDISON ST ,2232.55, 
5409 HARLAN ST ,2997.69, 
5409 N 12TH ST ,18002.62, 
5409 REGENT ST ,6498.01, 
541 S 55TH ST ,8781.15, 
5410 HARLAN ST ,819.94, 
5411 CHESTER AVE ,2796.44, 
5411 DELANCEY ST ,7781.68, 
5413 PINE ST ,13241.54, 
5413 WEBSTER ST ,13570.77, 
5414 RIDGEWOOD ST ,1370.11, 
5414 SHARSWOOD ST ,0, 
5415 HARLAN ST ,3055.58, 
5415 LANSDOWNE AVE ,20792.22, 
5415 WALNUT ST ,7430.01, 
5415 WYNDALE AVE ,20840.66, 
5416 MORSE ST ,1138.13, 
5417 ARLINGTON ST ,5052.72, 
5417 WALNUT ST ,5388.01, 
5418 CHESTER AVE ,15704.47, 
5418 N LAWRENCE ST ,7358.28, 
5419 LARCHWOOD AVE ,2763.26, 
5419 SPRING ST ,2325.72, 
5420 PASCHALL AVE ,6263.02, 
5420 WYNDALE AVE ,22189.43, 
5421 MASTER ST ,10391.18, 
5421 SANSOM ST ,647.38, 
5422 N WARNOCK ST ,9309.12, 
5422 WALNUT ST ,9002.35, 
5423 ADDISON ST ,3931.06, 
5423 GRAYS AVE ,32256.21, 
5423 PINE ST ,6609.25, 
5423 SPRING ST ,1796.54, 
5424 MASTER ST ,1259.33, 
5425 PINE ST ,5571.42, 
5426 FLORENCE AVE ,9710.89, 
5426 SUMMER ST ,3826.56, 
5427 W THOMPSON ST ,3406.23, 
5427 WEBSTER ST ,8689.14, 
5429 REGENT ST ,4051.2, 
543 W PIKE ST ,4146.98, 
5430 BELMAR ST ,0, 
5430 GERMANTOWN AVE ,10073.5, 
5432 STEWART ST ,5806.43, 
5433 WESTFORD RD ,305.1, 
5434 FLORENCE AVE ,4184.1, 
5434 LEBANON AVE ,6248.73, 
5434 MALCOLM ST ,952.93, 
5434 N MARVINE ST ,551.66, 
5434 NORFOLK ST ,977.35, 
5435 NORFOLK ST ,10559.94, 
5435 RACE ST ,4045.74, 
5436 HAVERFORD AVE ,3297, 
5436 IRVING ST ,2694, 
5436 MEDIA ST ,400.46, 
5436 SANSOM ST ,466.24, 
5437 UPLAND WAY ,14539.75, 
5438 SANSOM ST ,536.29, 
5440 WALNUT ST ,11734.94, 
5441 DELANCEY ST ,2949.09, 
5441 PENTRIDGE ST ,6502.41, 
5442 CATHARINE ST ,6473.97, 
5442 DELANCEY ST ,7458.9, 
5445 ANGORA TER ,14523.59, 
545 E INDIANA AVE ,4980.02, 
545 N 56TH ST ,2520.89, 
5450 REGENT ST ,1314.71, 
5451 MALCOLM ST ,4529.53, 
5452 REGENT ST ,2837.51, 
5452 SPRUCE ST ,9847.87, 
5456 ERDRICK ST ,6470.27, 
5456 W MONTGOMERY AVE ,2472.13, 
546 S SALFORD ST ,5061.96, 
5461 THOMAS AVE ,6865.52, 
5462 SPRUCE ST ,6887.74, 
5463 MORSE ST ,5506.95, 
5464 DELANCEY ST ,6033.02, 
5466 DELANCEY ST ,5461.94, 
5467 N MARVINE ST ,3558.47, 
5468 BALTIMORE AVE ,4223.57, 
5469 W BERKS ST ,19387.59, 
547 E CHELTEN AVE ,9349.09, 
547 W CLEARFIELD ST ,102700.44, 
5470 DELANCEY ST ,7186.1, 
5471 ARLINGTON ST ,4978.03, 
5472 ARLINGTON ST ,7137.09, 
5475 W MONTGOMERY AVE ,5575.23, 
548 W OLNEY AVE ,17640.73, 
549 N SIMPSON ST ,9144.15, 
550 LINDLEY AVE ,4797.23, 
550 MANHEIM ST ,20075.78, 
550 MARWOOD RD ,1705.3, 
5500 ANGORA TER ,19067.8, 
5500 BELMAR ST ,3669.77, 
5500 WESTMINSTER AVE ,2529.14, 
5504 MEDIA ST ,9697.05, 
5505 HUNTER ST ,2859.96, 
5505 PENTRIDGE ST ,4801.36, 
5507 ANGORA TER ,13480.23, 
5507 GREENWAY AVE ,1675.22, 
5508 MALCOLM ST ,715.14, 
551 E PENN ST ,10820.59, 
5510 LINMORE AVE ,3547.44, 
5510 PEMBERTON ST ,3540.25, 
5510 SPRUCE ST ,2349.24, 
5511 ADDISON ST ,5311.91, 
5511 SPRINGFIELD AVE ,15848.04, 
5511 SPRUCE ST ,2495.96, 
5511 VINE ST ,4371.89, 
5511 YOCUM ST ,6420.42, 
5512 CROWSON ST ,5390.75, 
5512 HADFIELD ST ,2781.79, 
5513 HAVERFORD AVE ,2319.02, 
5513 LINMORE AVE ,2987.85, 
5513 WILLOWS AVE ,6613.03, 
5515 PINE ST ,9149.54, 
5515 WALNUT ST ,152.05, 
5516 BROOMALL ST ,7192.76, 
5516 LINMORE AVE ,2828.25, 
5517 LUDLOW ST ,182.46, 
5517 WALNUT ST ,0, 
5518 MARKET ST ,10433.86, 
5518 SAYBROOK AVE ,4023.13, 
5518 SPRING ST ,2098.91, 
5519 CROWSON ST ,11787.26, 
5519 HADFIELD ST ,0, 
5519 SPRING ST ,2082.88, 
5519 WILLOWS AVE ,4760.6, 
552 E WASHINGTON LN ,11690.24, 
552 MARWOOD RD ,1705.3, 
5521 BOYER ST ,17163.7, 
5521 LINDBERGH BLV ,1528.58, 
5521 LUDLOW ST ,2017.57, 
5524 CATHARINE ST ,2994.1, 
5524 DELANCEY ST ,4556.12, 
5525 CHEW AVE ,8574.14, 
5525 WALTON AVE ,2913.23, 
5528 CROWSON ST ,10423.47, 
5528 W GIRARD AVE ,6167.87, 
5529 MARKET ST ,5483.51, 
5529 MEDIA ST ,4969.19, 
5531 HUNTER ST ,6682.27, 
5532 LINMORE AVE ,4210.63, 
5533 BLOYD ST ,4522.57, 
5534 LINMORE AVE ,3825.02, 
5534 UPLAND ST ,4514.97, 
5536 MARKET ST ,4374.04, 
5538 WARRINGTON AVE ,1227.37, 
554 W WESTMORELAND ST ,705.64, 
5540 MATTHEWS ST ,142.14, 
5541 LINMORE AVE ,3547.44, 
5542 CATHARINE ST ,6362.77, 
5542 CHEW AVE ,5033.19, 
5542 LINMORE AVE ,3596.93, 
5543 CROWSON ST ,2268.14, 
5543 GRAYS AVE ,21409.73, 
5543 LINMORE AVE ,3596.15, 
5543 N AMERICAN ST ,8258.02, 
5544 LINMORE AVE ,1863.67, 
5545 N AMERICAN ST ,610.01, 
5545 SPRUCE ST ,12059.4, 
5547 BLOYD ST ,0, 
5547 LINMORE AVE ,2360.01, 
5548 FLORENCE AVE ,6610.2, 
5549 ARDLEIGH ST ,11579.06, 
555 1/2 ALCOTT ST ,5568.85, 
5550 LINMORE AVE ,1211.9, 
5550 W OXFORD ST ,3691.48, 
5550 WILLOWS AVE ,6282.28, 
5554 CROWSON ST ,4647.72, 
5554 WHITBY AVE ,15330.81, 
5555 ARDLEIGH ST ,7826.42, 
5559 BAYNTON ST ,8214.67, 
5559 LUDLOW ST ,4505.88, 
559 1/2 ROSALIE ST ,6307.16, 
56 N CONESTOGA ST ,2883.99, 
56 N EDGEWOOD ST ,2492.15, 
5600 GERMANTOWN AVE ,55203.26, 
5600 WALNUT ST ,6549.67, 
5601 BOYER ST ,7969.63, 
5601 N MARVINE ST ,577.3, 
5601 WOODCREST AVE ,5434.51, 
5602 MEDIA ST ,3246.43, 
5602 PALETHORP ST ,4600.41, 
5604 SPRUCE ST ,4107.82, 
5606 CATHARINE ST ,0, 
5607 CHESTER AVE ,15047.21, 
5607 PEMBERTON ST ,4225.81, 
5608 BALTIMORE AVE ,3698.27, 
5608 N BROAD ST ,156.09, 
5610 CEDAR AVE ,8791.48, 
5610 STEWART ST ,7909.3, 
5611 CEDAR AVE ,10545.02, 
5612 N BROAD ST ,156.09, 
5612 SPRAGUE ST ,3904.57, 
5613 BAYNTON ST ,9464.73, 
5613 GAINOR RD ,111.14, 
5613 N PARK AVE ,4029.44, 
5614 ARCH ST ,4422.26, 
5614 UTAH ST ,1237.75, 
5615 CARPENTER ST ,9507.47, 
5615 MASTER ST ,5948.95, 
5616 ORMES ST ,547.4, 
5618 CHEW AVE ,3546.81, 
5619 APPLETREE ST ,3578.6, 
5620 DIAMOND ST ,10068.23, 
5620 MALCOLM ST ,3937.22, 
5624 LANSDOWNE AVE ,12416.2, 
5624 WILLOWS AVE ,8878.68, 
5625 MONTROSE ST ,5101.35, 
5625 WALTON AVE ,297.92, 
5626 PENTRIDGE ST ,4261.42, 
5627 APPLETREE ST ,2355.64, 
5627 LITCHFIELD ST ,9970.27, 
5627 SANSOM ST ,3925.45, 
5628 BELMAR ST ,2821.76, 
5628 WALTON AVE ,4295.36, 
5630 CARPENTER ST ,9589.78, 
5630 CATHARINE ST ,7400.39, 
5631 PENTRIDGE ST ,4457.2, 
5633 LITCHFIELD ST ,3428.76, 
5633 WESTMINSTER AVE ,6398.32, 
5636 LARCHWOOD AVE ,5506.81, 
5636 STEWART ST ,3130.84, 
5637 WALTON AVE ,9612.66, 
5639 WOODLAND AVE ,1902.57, 
5641 CHEW AVE ,11130.01, 
5641 HEISKELL ST ,6218.69, 
5641 MATTHEWS ST ,3467.3, 
5641 N 11TH ST ,5815.42, 
5642 WINDSOR ST ,4466.72, 
5643 ANDERSON ST ,0, 
5643 CHEW AVE ,9537.71, 
5643 MC MAHON AVE ,4180.96, 
5645 SPRAGUE ST ,4405.22, 
5646 CHERRY ST ,3541.47, 
5647 BLOYD ST ,8025.78, 
5647 WOODCREST AVE ,654.27, 
5648 PEMBERTON ST ,333.96, 
5649 GAINOR RD ,7110.2, 
5649 N 16TH ST ,17137.4, 
5650 FLORENCE AVE ,2392.26, 
5650 HUNTER ST ,2580.58, 
5650 RODMAN ST ,7905.14, 
5652 APPLETREE ST ,1277.04, 
5653 ARCH ST ,1034.89, 
5653 CATHARINE ST ,2599.61, 
5653 FLORENCE AVE ,7714.38, 
5654 LANCASTER AVE ,5794.24, 
5654 LANCASTER WLK ,5794.24, 
5654 MORTON ST ,8027.89, 
5654 RODMAN ST ,9244.47, 
5658 APPLETREE ST ,4184, 
5658 BEAUMONT ST ,2093.76, 
5658 MALCOLM ST ,3495.82, 
5659 LITCHFIELD ST ,5241.27, 
568 MARWOOD RD ,1705.3, 
5682 MORTON ST ,4215.25, 
57 MANHEIM ST ,373.09, 
5700 WARRINGTON AVE ,11456.41, 
